run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias
SRR090139	454 GS FLX Titanium sequencing: 1127982695228 Staphylococcus aureus IS-250 15250-RLB-RL041-01-670 Experiment	SAMN00189534	Staphylococcus epidermidis IS-250	SRA028451					RANDOM						2015-06-19							1692973601								389341451	LS454				fasp.sra.ebi.ac.uk:/vol1/srr/SRR090/SRR090139											ftp.sra.ebi.ac.uk/vol1/fastq/SRR090/SRR090139/SRR090139.fastq.gz						1294099200000		Generic	Total DNA isolated from Staphylococcus aureus IS-250	ftp.sra.ebi.ac.uk/vol1/srr/SRR090/SRR090139		995c925761f631689e4322b4d14759f2	SRP005166		1517589	Staphylococcus epidermidis IS-250 Genome sequencing and assembly								Generic sample from Staphylococcus aureus subsp. aureus IS-250					454 GS FLX Titanium							454 GS FLX Titanium sequencing: 1127982695228 Staphylococcus aureus IS-250 15250-RLB-RL041-01-670 Experiment							fd0b38560ef34d9abb2070ef5df84e89		ftp.sra.ebi.ac.uk/vol1/fastq/SRR090/SRR090139/SRR090139.fastq.gz					695431319	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR090/SRR090139		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR090/SRR090139/SRR090139.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1282;904789			1127982695228 Staphylococcus aureus IS-250 15250-RLB-RL041-01-670 Sample					1127982695228 Staphylococcus aureus IS-250 15250-RLB-RL041-01-670 Experiment GQJ6E8Z							1127982695228 Staphylococcus aureus IS-250 15250-RLB-RL041-01-670 Experiment		JCVI					15250-RLB-RL041-01-670		2011-01-10		IS-250	SRX037341	Staphylococcus epidermidis IS-250		904789	PRJNA53813								SRR090139	SRS151191											2011-01-10		1127982695228 Staphylococcus aureus IS-250 15250-RLB-RL041-01-670 Study
SRR090222	454 GS FLX Titanium sequencing: 1127981694044 Staphylococcus aureus IS-91 1591-RLB-RL031-01-619 Experiment	SAMN00189605	Staphylococcus aureus subsp. aureus IS-91	SRA028541					RANDOM						2015-06-19							1692973601								389325622	LS454				fasp.sra.ebi.ac.uk:/vol1/srr/SRR090/SRR090222											ftp.sra.ebi.ac.uk/vol1/fastq/SRR090/SRR090222/SRR090222.fastq.gz						1294099200000		Generic	Total DNA isolated from Staphylococcus aureus IS-91	ftp.sra.ebi.ac.uk/vol1/srr/SRR090/SRR090222		98b1f5f96c702a1de8409c8a5bf34317	SRP005172		1517589	Staphylococcus aureus subsp. aureus IS-91 Genome sequencing								Generic sample from Staphylococcus aureus subsp. aureus IS-91					454 GS FLX Titanium							454 GS FLX Titanium sequencing: 1127981694044 Staphylococcus aureus IS-91 1591-RLB-RL031-01-619 Experiment							cae9f5f181989308644fe2a2c4d25e88		ftp.sra.ebi.ac.uk/vol1/fastq/SRR090/SRR090222/SRR090222.fastq.gz					695431319	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR090/SRR090222		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR090/SRR090222/SRR090222.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280;904779			1127981694044 Staphylococcus aureus IS-91 1591-RLB-RL031-01-619 Sample					1127981694044 Staphylococcus aureus IS-91 1591-RLB-RL031-01-619 Experiment GQJ6E8Z							1127981694044 Staphylococcus aureus IS-91 1591-RLB-RL031-01-619 Experiment		JCVI					1591-RLB-RL031-01-619	pathogen;pathogen:bacterium	2011-01-10		IS-91	SRX037414	Staphylococcus aureus subsp. aureus IS-91		904779	PRJNA53793								SRR090222	SRS151262											2011-01-10		1127981694044 Staphylococcus aureus IS-91 1591-RLB-RL031-01-619 Study
SRR090228	454 GS FLX Titanium sequencing: 1127981694052 Staphylococcus aureus IS-99 1599-RLB-RL032-01-677 Experiment	SAMN00189606	Staphylococcus aureus subsp. aureus IS-99	SRA028672					RANDOM						2015-06-19							1692973601								389334846	LS454				fasp.sra.ebi.ac.uk:/vol1/srr/SRR090/SRR090228											ftp.sra.ebi.ac.uk/vol1/fastq/SRR090/SRR090228/SRR090228.fastq.gz						1294099200000		Generic	Total DNA isolated from Staphylococcus aureus IS-99	ftp.sra.ebi.ac.uk/vol1/srr/SRR090/SRR090228		0e7f1d1d1feae983b8b054995074ee84	SRP005173		1517589	Staphylococcus aureus subsp. aureus IS-99 Genome sequencing								Generic sample from Staphylococcus aureus subsp. aureus IS-99					454 GS FLX Titanium							454 GS FLX Titanium sequencing: 1127981694052 Staphylococcus aureus IS-99 1599-RLB-RL032-01-677 Experiment							cd53dc8a3d89ec24000bfbfe17a7f0b8		ftp.sra.ebi.ac.uk/vol1/fastq/SRR090/SRR090228/SRR090228.fastq.gz					695431319	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR090/SRR090228		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR090/SRR090228/SRR090228.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280;904780			1127981694052 Staphylococcus aureus IS-99 1599-RLB-RL032-01-677 Sample					1127981694052 Staphylococcus aureus IS-99 1599-RLB-RL032-01-677 Experiment GQJ6E8Z							1127981694052 Staphylococcus aureus IS-99 1599-RLB-RL032-01-677 Experiment		JCVI					1599-RLB-RL032-01-677	pathogen;pathogen:bacterium	2011-01-10		IS-99	SRX037415	Staphylococcus aureus subsp. aureus IS-99		904780	PRJNA53795								SRR090228	SRS151263											2011-01-10		1127981694052 Staphylococcus aureus IS-99 1599-RLB-RL032-01-677 Study
SRR1025080	Illumina HiSeq 2000 paired end sequencing: Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-282933' containing sample 'Staphylococcus aureus M1498'	SAMN02364020	Staphylococcus aureus M1498	SRA110127					RANDOM						2019-10-07							201386147								117539276;118101965	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR102/000/SRR1025080											ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/000/SRR1025080/SRR1025080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/000/SRR1025080/SRR1025080_2.fastq.gz								Generic	Generic sample from Staphylococcus aureus M1498	ftp.sra.ebi.ac.uk/vol1/srr/SRR102/000/SRR1025080		2cb7ef292c8320f1a0047ccfb152c768;c7ae19f4b1f7f4615c4c9bd5fefb312b	SRP032598		1992854	MRSA Surveillance II						2004-08-16		Generic sample from Staphylococcus aureus M1498					Illumina HiSeq 2000							Illumina HiSeq 2000 paired end sequencing: Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-282933' containing sample 'Staphylococcus aureus M1498'	69			9606			9ff8e1a5dcb1e04fdbe7738ef5a91345		ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/000/SRR1025080/SRR1025080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/000/SRR1025080/SRR1025080_2.fastq.gz					402556508	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR102/000/SRR1025080		PAIRED										dcc_compare									200			public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR102/000/SRR1025080/SRR1025080_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR102/000/SRR1025080/SRR1025080_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280;1403881			Staphylococcus aureus M1498		2004-08-15			C2V34ACXX131022.6.tagged_375.bam						2004-08-16	2452468.WR38404.Pond-282933.C2V34ACXX131022.P		BI				Homo sapiens	Pond-282933	pathogen;pathogen:bacterium	2013-11-15		M1498	SRX373458	Staphylococcus aureus M1498		1403881	PRJNA221427						Homo sapiens		SRR1025080	SRS498821											2013-11-15		PRJNA221427						nares
SRR1025081	Illumina HiSeq 2000 paired end sequencing: Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-282933' containing sample 'Staphylococcus aureus M1498'	SAMN02364020	Staphylococcus aureus M1498	SRA110127					RANDOM						2020-01-24							202921556								118591699;119103613	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR102/001/SRR1025081											ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1025081/SRR1025081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1025081/SRR1025081_2.fastq.gz								Generic	Generic sample from Staphylococcus aureus M1498	ftp.sra.ebi.ac.uk/vol1/srr/SRR102/001/SRR1025081		72f1c859cb31cf0d99b9f4466d50166b;5046b3e6074fdc9d3bb2d3205823e548	SRP032598		2011173	MRSA Surveillance II						2004-08-16		Generic sample from Staphylococcus aureus M1498					Illumina HiSeq 2000							Illumina HiSeq 2000 paired end sequencing: Illumina whole genome shotgun sequencing of genomic DNA paired-end library 'Pond-282933' containing sample 'Staphylococcus aureus M1498'	69			9606			aaa09c8a0b585a89f4f9f5c3d0b811b6		ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1025081/SRR1025081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/001/SRR1025081/SRR1025081_2.fastq.gz					406256946	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR102/001/SRR1025081		PAIRED										dcc_compare									200			public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR102/001/SRR1025081/SRR1025081_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR102/001/SRR1025081/SRR1025081_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280;1403881			Staphylococcus aureus M1498		2004-08-15			C2V34ACXX131022.5.tagged_375.bam						2004-08-16	2452468.WR38404.Pond-282933.C2V34ACXX131022.P		BI				Homo sapiens	Pond-282933	pathogen;pathogen:bacterium	2013-11-15		M1498	SRX373458	Staphylococcus aureus M1498		1403881	PRJNA221427						Homo sapiens		SRR1025081	SRS498821											2013-11-15		PRJNA221427						nares
SRR1147093	Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS25606	SAMN02602069	Streptococcus pyogenes	SRA128402					RANDOM						2015-06-19							130940228								190856747	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR114/003/SRR1147093											ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/003/SRR1147093/SRR1147093.fastq.gz								Generic	Not provided	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/003/SRR1147093		5f883c40c9adac532674e478d5c744a0	SRP036051		4300976	Streptococcus pyogenes genome sequencing								Streptococcus pyogenes sample MGAS25606					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS25606							d251d6f12aadab4a6a7f4d0a0cfd273f		ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/003/SRR1147093/SRR1147093.fastq.gz					180640992	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/003/SRR1147093		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR114/003/SRR1147093/SRR1147093.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1314			MGAS25606					25606.fastq.gz							MGAS25606		HMRI-DID					MGAS25606	pathogen;pathogen:bacterium	2014-04-30			SRX454680	Streptococcus pyogenes		1314	PRJNA236767								SRR1147093	SRS547755											2014-04-30		PRJNA236767
SRR1147586	Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS5354	SAMN02599441	Streptococcus pyogenes	SRA128402					RANDOM						2015-06-19							92388974								134788252	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR114/006/SRR1147586											ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR1147586/SRR1147586.fastq.gz								Generic	Not provided	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/006/SRR1147586		24df21360dd4fc2d6790ef94e6f45f11	SRP036051		3207418	Streptococcus pyogenes genome sequencing								Streptococcus pyogenes sample MGAS5354					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS5354							786c7ea4cfa80ea79f9b71d39064fba8		ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR1147586/SRR1147586.fastq.gz					134711556	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/006/SRR1147586		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR114/006/SRR1147586/SRR1147586.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1314			MGAS5354					5354.fastq.gz							MGAS5354		HMRI-DID					MGAS5354	pathogen;pathogen:bacterium	2014-04-30			SRX452053	Streptococcus pyogenes		1314	PRJNA236767								SRR1147586	SRS545128											2014-04-30		PRJNA236767
SRR1149009	Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24320	SAMN02600865	Streptococcus pyogenes	SRA128402					RANDOM						2015-06-19							106241021								157200790	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR114/009/SRR1149009											ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1149009/SRR1149009.fastq.gz								Generic	Not provided	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/009/SRR1149009		03bed92b5f5520b4ce23c45636f9f75c	SRP036051		4214603	Streptococcus pyogenes genome sequencing								Streptococcus pyogenes sample MGAS24320					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24320							96f891da981c160515a8016a3f3f818d		ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1149009/SRR1149009.fastq.gz					177013326	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/009/SRR1149009		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR114/009/SRR1149009/SRR1149009.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1314			MGAS24320					24320.fastq.gz							MGAS24320		HMRI-DID					MGAS24320	pathogen;pathogen:bacterium	2014-04-30			SRX453476	Streptococcus pyogenes		1314	PRJNA236767								SRR1149009	SRS546551											2014-04-30		PRJNA236767
SRR1149243	Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24606	SAMN02601099	Streptococcus pyogenes	SRA128402					RANDOM						2015-06-19							144666118								212586295	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR114/003/SRR1149243											ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/003/SRR1149243/SRR1149243.fastq.gz								Generic	Not provided	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/003/SRR1149243		c095b1f6d175b37d127013afa87af351	SRP036051		4610304	Streptococcus pyogenes genome sequencing								Streptococcus pyogenes sample MGAS24606					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24606							3e605b42fcf548d2910321aa636bd9ea		ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/003/SRR1149243/SRR1149243.fastq.gz					193632768	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/003/SRR1149243		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR114/003/SRR1149243/SRR1149243.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1314			MGAS24606					24606.fastq.gz							MGAS24606		HMRI-DID					MGAS24606	pathogen;pathogen:bacterium	2014-04-30			SRX453710	Streptococcus pyogenes		1314	PRJNA236767								SRR1149243	SRS546785											2014-04-30		PRJNA236767
SRR1149249	Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24612	SAMN02601105	Streptococcus pyogenes	SRA128402					RANDOM						2015-06-19							52007102								76144042	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR114/009/SRR1149249											ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1149249/SRR1149249.fastq.gz								Generic	Not provided	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/009/SRR1149249		33838772708278d38e0154e0a6e38857	SRP036051		1798748	Streptococcus pyogenes genome sequencing								Streptococcus pyogenes sample MGAS24612					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24612							65d5dc6abe571511960bbdf0b0f7eeb9		ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/009/SRR1149249/SRR1149249.fastq.gz					75547416	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/009/SRR1149249		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR114/009/SRR1149249/SRR1149249.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1314			MGAS24612					24612.fastq.gz							MGAS24612		HMRI-DID					MGAS24612	pathogen;pathogen:bacterium	2014-04-30			SRX453716	Streptococcus pyogenes		1314	PRJNA236767								SRR1149249	SRS546791											2014-04-30		PRJNA236767
SRR1149267	Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24630	SAMN02601123	Streptococcus pyogenes	SRA128402					RANDOM						2015-06-19							180671240								263745542	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR114/007/SRR1149267											ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/007/SRR1149267/SRR1149267.fastq.gz								Generic	Not provided	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/007/SRR1149267		f2221cfe1cea349ef3f021709cda9d36	SRP036051		6292712	Streptococcus pyogenes genome sequencing								Streptococcus pyogenes sample MGAS24630					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24630							b68e343be7d33cee79db92819f534265		ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/007/SRR1149267/SRR1149267.fastq.gz					264293904	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/007/SRR1149267		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR114/007/SRR1149267/SRR1149267.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1314			MGAS24630					24630.fastq.gz							MGAS24630		HMRI-DID					MGAS24630	pathogen;pathogen:bacterium	2014-04-30			SRX453734	Streptococcus pyogenes		1314	PRJNA236767								SRR1149267	SRS546809											2014-04-30		PRJNA236767
SRR1149275	Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24638	SAMN02601131	Streptococcus pyogenes	SRA128402					RANDOM						2015-06-19							91990662								134628861	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR114/005/SRR1149275											ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/005/SRR1149275/SRR1149275.fastq.gz								Generic	Not provided	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/005/SRR1149275		cab3548e603736400fb5eace042c9c61	SRP036051		3189351	Streptococcus pyogenes genome sequencing								Streptococcus pyogenes sample MGAS24638					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24638							d69decf1fc34a2eaa9e4ea5e6bd36e9d		ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/005/SRR1149275/SRR1149275.fastq.gz					133952742	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/005/SRR1149275		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR114/005/SRR1149275/SRR1149275.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1314			MGAS24638					24638.fastq.gz							MGAS24638		HMRI-DID					MGAS24638	pathogen;pathogen:bacterium	2014-04-30			SRX453742	Streptococcus pyogenes		1314	PRJNA236767								SRR1149275	SRS546817											2014-04-30		PRJNA236767
SRR1149278	Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24641	SAMN02601134	Streptococcus pyogenes	SRA128402					RANDOM						2015-06-19							48565211								71383636	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR114/008/SRR1149278											ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR1149278/SRR1149278.fastq.gz								Generic	Not provided	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/008/SRR1149278		f131a47c04c73b3b4ec5576ef12c9f6f	SRP036051		1745426	Streptococcus pyogenes genome sequencing								Streptococcus pyogenes sample MGAS24641					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24641							1d455ebda0335b68ad429012a4dd9d7b		ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/008/SRR1149278/SRR1149278.fastq.gz					73307892	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/008/SRR1149278		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR114/008/SRR1149278/SRR1149278.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1314			MGAS24641					24641.fastq.gz							MGAS24641		HMRI-DID					MGAS24641	pathogen;pathogen:bacterium	2014-04-30			SRX453745	Streptococcus pyogenes		1314	PRJNA236767								SRR1149278	SRS546820											2014-04-30		PRJNA236767
SRR1149286	Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24649	SAMN02601142	Streptococcus pyogenes	SRA128402					RANDOM						2015-06-19							127295473								186770187	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR114/006/SRR1149286											ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR1149286/SRR1149286.fastq.gz								Generic	Not provided	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/006/SRR1149286		63e266c3a1ef8b97cc40a2e78cf8ccef	SRP036051		4625771	Streptococcus pyogenes genome sequencing								Streptococcus pyogenes sample MGAS24649					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24649							6808b4e042b411eacf4734f98e459f40		ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/006/SRR1149286/SRR1149286.fastq.gz					194282382	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/006/SRR1149286		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR114/006/SRR1149286/SRR1149286.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1314			MGAS24649					24649.fastq.gz							MGAS24649		HMRI-DID					MGAS24649	pathogen;pathogen:bacterium	2014-04-30			SRX453753	Streptococcus pyogenes		1314	PRJNA236767								SRR1149286	SRS546828											2014-04-30		PRJNA236767
SRR1149291	Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24654	SAMN02601147	Streptococcus pyogenes	SRA128402					RANDOM						2015-06-19							221795741								323987104	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR114/001/SRR1149291											ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/001/SRR1149291/SRR1149291.fastq.gz								Generic	Not provided	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/001/SRR1149291		962e26c39e71ae145b5eb733ac6e87b0	SRP036051		7821842	Streptococcus pyogenes genome sequencing								Streptococcus pyogenes sample MGAS24654					Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: S. pyogenes whole genome sequencing - MGAS24654							821c75ca9356a17e5f45b68df7d0aa35		ftp.sra.ebi.ac.uk/vol1/fastq/SRR114/001/SRR1149291/SRR1149291.fastq.gz					328517364	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR114/001/SRR1149291		SINGLE										dcc_compare												public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR114/001/SRR1149291/SRR1149291.fastq.gz	1;131567;2;1783272;1239;91061;186826;1300;1301;1314			MGAS24654					24654.fastq.gz							MGAS24654		HMRI-DID					MGAS24654	pathogen;pathogen:bacterium	2014-04-30			SRX453758	Streptococcus pyogenes		1314	PRJNA236767								SRR1149291	SRS546833											2014-04-30		PRJNA236767
